client_id,birth_number,district_id,birth_year,birth_month,birth_day,gender,age,age_group,disp_id,account_id,num_dispo,card_id_x,card_type,issued,issue_year,issue_month,issue_day,lor_card,has_card_96,district_name,region,inhabitants,nmuni_5,nmuni_2k,nmuni_10k,nmuni_more_10k,ncities,ratio_urb_inhab,avg_sal,unemp_95,unemp_96,entrep,district_size,crime_rate_95,crime_rate_96,mean_amount,sum_amount,min_amount,max_amount,n_trans,rec_debit_m,rec_credit_m,rec_debit_d,rec_credit_d,credit_mean,debit_mean,debit_cash_mean,credit_sum,debit_sum,debit_cash_sum,others_sum,trans_household_sum,trans_insurance_sum,trans_interest_sum,trans_interest_cred_sum,trans_loan_sum,trans_others_sum,trans_pension_sum,trans_statement_sum,others_mean,trans_household_mean,trans_insurance_mean,trans_interest_mean,trans_interest_cred_mean,trans_loan_mean,trans_others_mean,trans_pension_mean,trans_statement_mean,balance,op_collect_other_bank_mean,op_credit_cash_mean,op_debit_card_mean,op_debit_cash_mean,op_remit_other_bank_mean,ntrans_banks,mean_amount_1,mean_amount_2,mean_amount_3,mean_amount_4,mean_amount_5,mean_amount_6,mean_amount_7,mean_amount_8,mean_amount_9,mean_amount_10,mean_amount_11,mean_amount_12,to_bank,frequency,open_year,open_month,open_day,lor,time_since_loan,loan_id,has_loan_97,card_issued_97
760,365825,57,1936,8,25,F,60,4,760,633,0.0,,,,,,,,0,Hodonin,south Moravia,161954,21,37,20,3,8,0.48,8720,0.0373,0.045,116,Large,23.02505649752399,22.543438260246738,2346.206666666667,105579.3,14.6,11950.0,45.0,0.0,0.0,0.0,0.0,2550.079166666667,2113.2095238095235,0.0,61201.90000000001,44377.399999999994,0.0,18830.0,25416.0,0.0,0.0,769.9,0.0,0.0,60432.0,131.39999999999998,4707.5,3177.0,0.0,0.0,64.15833333333333,0.0,0.0,5036.0,14.599999999999998,18872.980000000003,5036.0,0.0,0.0,1458.5692307692302,3177.0,20.0,2529.95,2529.95,2529.95,1692.4333333333334,2085.15,4058.7399999999993,2461.483333333333,2072.0,2073.975,2075.975,2077.9500000000003,1743.9,1.0,monthly,1995,12,6,1,,,0,0
762,370420,21,1937,4,20,M,59,3,762,635,0.0,,,,,,,,0,Tabor,south Bohemia,103347,87,16,7,1,7,0.67,9104,0.0151,0.0207,123,Medium,22.245444957279844,22.777632635683666,3278.185294117648,222916.60000000006,0.2,41570.0,68.0,0.0,0.0,0.0,0.0,7237.669230769229,2342.307272727274,0.0,94089.69999999998,128826.90000000007,0.0,161195.0,11781.0,19440.0,52.7,494.6999999999999,0.0,29778.0,0.0,175.19999999999996,14654.09090909091,1683.0,2160.0,10.540000000000001,49.469999999999985,0.0,2127.0,0.0,14.599999999999996,18835.3794117647,0.0,31198.333333333332,0.0,2713.1160000000023,2033.3,30.0,7217.476923076924,7587.3,1685.642857142857,1360.1000000000001,1354.4166666666667,544.275,15.95,14.6,3920.94,1360.7166666666667,1355.1833333333334,545.175,1.0,monthly,1994,8,21,2,,,0,0
765,691231,65,1969,12,31,M,27,1,765,638,0.0,,,,,,,,0,Znojmo,south Moravia,114200,101,41,4,1,4,0.43700000000000006,8403,0.0574,0.0572,105,Medium,18.887915936952716,23.800350262697023,5026.281318681317,457391.59999999986,14.6,25971.0,91.0,0.0,0.0,0.0,0.0,9452.516666666668,3440.7641791044784,0.0,226860.40000000005,230531.20000000004,0.0,359102.0,29844.0,10476.0,0.0,1778.4,0.0,56016.0,0.0,175.19999999999996,11583.935483870968,2487.0,873.0,0.0,148.20000000000002,0.0,4668.0,0.0,14.599999999999996,36233.873626373614,0.0,18756.833333333332,0.0,4328.87741935484,2676.0,36.0,4982.537499999999,4815.714285714285,4759.357142857143,4340.0,5202.671428571428,6347.799999999999,4585.2,5456.885714285714,3621.1111111111113,5170.742857142856,4827.5428571428565,6170.537499999999,1.0,monthly,1995,6,28,1,,,0,0
768,315923,32,1931,9,23,F,65,4,768,640,0.0,,,,,,,,0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,0.81,9272,0.027999999999999997,0.0322,118,Medium,41.310514192160525,42.88107521559519,1753.258620689656,101689.00000000004,14.6,4337.0,58.0,0.0,0.0,0.0,0.0,2222.158333333334,1422.2705882352939,0.0,53331.80000000002,48357.19999999999,0.0,13490.0,34692.0,0.0,0.0,1287.7999999999997,0.0,0.0,52044.0,175.19999999999996,1349.0,2891.0,0.0,0.0,107.31666666666665,0.0,0.0,4337.0,14.599999999999996,26961.831034482755,4337.0,0.0,0.0,621.1454545454546,2891.0,24.0,1406.5333333333335,1528.5,1932.6,2087.7799999999997,1834.6000000000001,1836.15,1613.88,1838.6000000000001,1727.8799999999999,1840.4750000000001,1953.1799999999998,1605.2333333333333,1.0,monthly,1993,6,2,3,,,0,0
778,400604,13,1940,6,4,M,56,3,778,648,0.0,136.0,classic,950728 00:00:00,1995.0,7.0,0.0,1.0,1,Rakovnik,central Bohemia,53921,61,22,1,1,2,0.413,8598,0.0277,0.0326,123,Small,29.617403238070512,34.77309397080915,6389.698591549294,453668.59999999986,14.6,29800.0,71.0,0.0,0.0,0.0,0.0,9380.536,4764.243478260871,0.0,234513.4,219155.20000000004,0.0,339748.0,110880.0,0.0,0.0,2865.4,0.0,0.0,0.0,175.19999999999996,9707.085714285715,9240.0,0.0,0.0,238.78333333333333,0.0,0.0,0.0,14.599999999999996,58595.512676056365,0.0,17819.076923076922,2166.6666666666665,3739.781818181819,9240.0,12.0,3856.5166666666664,6490.139999999999,6233.1,5857.08,5850.799999999999,11245.016666666668,5854.219999999999,6197.116666666666,7117.18,6617.82,5433.566666666667,8836.74,1.0,monthly,1993,11,9,3,,,0,0
779,445612,69,1944,6,12,F,52,3,779,649,0.0,,,,,,,,0,Jesenik,north Moravia,42821,4,13,5,1,3,0.484,8173,0.025457894736842106,0.0701,124,Small,42.48407384964829,31.71341164381962,12672.621311475406,773029.8999999998,30.0,62400.0,61.0,0.0,0.0,0.0,0.0,14998.84230769231,10944.57142857143,0.0,389969.9000000001,383060.0,0.0,769539.0,0.0,0.0,0.0,3130.8999999999996,0.0,0.0,0.0,360.0,20798.35135135135,0.0,0.0,0.0,260.9083333333333,0.0,0.0,0.0,30.0,57183.79344262295,0.0,27631.35714285714,0.0,10944.57142857143,0.0,0.0,7340.445454545454,9813.14,11588.92,29516.066666666666,7807.2,5456.275,23216.22857142857,14384.8,16432.225,6263.400000000001,3513.5,8861.14,0.0,weekly,1994,5,17,2,,,0,0
780,240226,3,1924,2,26,M,72,4,780,650,0.0,,,,,,,,0,Beroun,central Bohemia,75232,55,26,4,1,5,0.41700000000000004,8980,0.0195,0.022099999999999998,111,Small,37.53721820501914,37.391003828158226,2299.6280000000006,172472.10000000003,14.6,6914.0,75.0,0.0,0.0,0.0,0.0,3510.120833333334,1729.9843137254904,0.0,84242.90000000001,88229.20000000001,0.0,67690.0,20364.0,0.0,0.0,1274.8999999999999,0.0,0.0,82968.0,175.19999999999996,2507.037037037037,1697.0,0.0,0.0,106.24166666666666,0.0,0.0,6914.0,14.599999999999996,24603.652,6914.0,0.0,0.0,1740.1333333333332,1697.0,24.0,1474.675,1968.1833333333334,2507.48,2736.25,2257.6666666666665,2307.26,2620.1666666666665,2571.8166666666666,2686.0,2581.15,2645.2400000000002,2233.5285714285715,1.0,monthly,1995,1,28,1,,,0,0
781,450920,72,1945,9,20,M,51,3,781,651,0.0,,,,,,,,0,Olomouc,north Moravia,226122,32,50,7,4,4,0.626,8994,0.038,0.0479,110,Large,42.773370127630216,40.721380493715785,6466.336708860758,510840.5999999999,14.6,30181.5,79.0,0.0,0.0,0.0,0.0,11005.725,4485.512727272728,0.0,264137.4,246703.20000000004,0.0,427533.0,31824.0,0.0,0.0,2564.4,0.0,48744.0,0.0,175.19999999999996,13791.387096774193,2652.0,0.0,0.0,213.70000000000002,0.0,4062.0,0.0,14.599999999999996,52065.13544303801,0.0,21797.75,0.0,5359.200000000002,3357.0,24.0,7061.757142857142,6390.366666666666,5694.771428571429,5712.5428571428565,5729.728571428571,8385.742857142857,6976.216666666666,5852.471428571428,6559.883333333332,6915.75,5495.983333333334,6821.757142857142,1.0,monthly,1993,11,28,3,,,0,0
782,635318,5,1963,3,18,F,33,2,782,652,0.0,,,,,,,,0,Kolin,central Bohemia,95616,65,30,4,1,6,0.514,9307,0.0385,0.0443,118,Medium,27.359437751004016,31.79384203480589,5529.5264705882355,376007.8,14.6,23040.0,68.0,0.0,0.0,0.0,0.0,7341.5615384615385,4407.790476190477,0.0,190880.6,185127.20000000004,0.0,282122.0,91092.0,0.0,0.0,2618.6,0.0,0.0,0.0,175.19999999999996,8816.3125,7591.0,0.0,0.0,218.21666666666667,0.0,0.0,0.0,14.599999999999996,54897.49117647058,0.0,13447.285714285714,0.0,3134.506666666667,7591.0,12.0,5461.257142857142,4832.42,5235.139999999999,5236.66,4891.099999999999,9330.449999999999,4933.219999999999,5534.8,5384.75,4410.0,4211.633333333333,6591.7,1.0,monthly,1993,1,5,3,,,0,0
785,340909,63,1934,9,9,M,62,4,785,654,0.0,,,,,,,,0,Vyskov,south Moravia,86513,38,36,5,1,5,0.505,8288,0.0379,0.0452,110,Medium,18.055089986476023,16.876076427820095,2303.260317460318,145105.40000000005,14.6,9850.0,63.0,0.0,0.0,0.0,0.0,3107.9249999999997,1808.0820512820517,0.0,74590.2,70515.20000000001,0.0,35720.0,34620.0,0.0,0.0,1486.1999999999998,0.0,0.0,73104.0,175.19999999999996,2381.3333333333335,2885.0,0.0,0.0,123.84999999999998,0.0,0.0,6092.0,14.599999999999996,28702.23809523808,6092.0,0.0,0.0,1329.4518518518514,2885.0,24.0,2104.1333333333337,2278.65,1969.1285714285714,2280.725,2365.5600000000004,3791.6799999999994,2278.05,2455.0333333333333,2062.34,2591.88,2098.3166666666666,1661.6000000000001,1.0,monthly,1994,10,16,2,,,0,0
786,780906,53,1978,9,6,M,18,1,786,655,0.0,,,,,,,,0,Blansko,south Moravia,107911,88,33,6,2,7,0.509,8240,0.0253,0.0356,99,Medium,17.143757355598595,17.634902836596822,5518.906481481481,596041.8999999999,14.6,35438.0,108.0,0.0,0.0,0.0,0.0,12909.945833333331,3407.1809523809525,0.0,309838.69999999995,286203.2,0.0,539526.0,22788.0,2316.0,0.0,2712.7000000000003,0.0,28524.0,0.0,175.19999999999996,14986.833333333334,1899.0,193.0,0.0,226.05833333333337,0.0,1188.5,0.0,14.599999999999996,52944.57685185185,0.0,25593.833333333332,0.0,6460.422222222223,1117.25,48.0,3881.85625,5387.474999999999,5170.82,5499.8125,5426.9375,10176.777777777777,4508.9375,4091.325,4659.55,5337.575,6212.0625,6849.288888888888,1.0,monthly,1993,3,24,3,,,0,1
788,740903,47,1974,9,3,M,22,1,788,657,0.0,,,,,,,,0,Pardubice,east Bohemia,162580,83,26,5,1,6,0.728,9538,0.0151,0.0181,111,Large,37.39082297945627,33.27592569811785,1754.2717647058828,149113.10000000003,14.6,6589.5,85.0,0.0,0.0,0.0,0.0,2400.6843750000007,1363.984905660377,0.0,76821.90000000002,72291.19999999998,0.0,111989.0,12792.0,0.0,0.0,1812.8999999999996,0.0,22344.0,0.0,175.19999999999996,3026.7297297297296,1066.0,0.0,0.0,151.07499999999996,0.0,1862.0,0.0,14.599999999999996,36011.90588235295,0.0,3750.45,0.0,1281.2137931034479,1464.0,24.0,1750.0416666666667,1289.9285714285713,1492.7833333333335,1911.966666666667,1432.5428571428572,2018.5571428571427,1551.2333333333333,1351.6000000000001,2467.5499999999997,1616.1499999999999,1400.4857142857143,2548.4571428571426,1.0,monthly,1993,8,8,3,,,0,0
793,780204,21,1978,2,4,M,18,1,793,662,1.0,,,,,,,,0,Tabor,south Bohemia,103347,87,16,7,1,7,0.67,9104,0.0151,0.0207,123,Medium,22.245444957279844,22.777632635683666,2267.3125000000005,145108.00000000003,14.6,7522.0,64.0,0.0,0.0,0.0,0.0,2611.261538461538,2031.9789473684214,0.0,67892.79999999999,77215.20000000001,0.0,103774.0,39960.0,0.0,0.0,1198.8000000000002,0.0,0.0,0.0,175.19999999999996,3706.214285714286,3330.0,0.0,0.0,99.90000000000002,0.0,0.0,0.0,14.599999999999996,24681.02343750001,0.0,4763.857142857143,0.0,1432.8923076923072,3330.0,12.0,1875.72,2375.2200000000003,2174.5600000000004,1735.3799999999999,1690.1833333333334,3537.66,2434.82,2434.7166666666667,2507.1600000000003,2265.98,2204.016666666667,2100.3333333333335,1.0,monthly,1994,7,18,2,,,0,0
797,480127,8,1948,1,27,M,48,3,797,665,0.0,,,,,,,,0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,0.6940000000000001,11277,0.0125,0.0144,127,Medium,46.21425065810021,44.50095926471245,3367.282191780822,245811.6,14.6,16100.0,73.0,0.0,0.0,0.0,0.0,4612.903703703703,2636.156521739131,0.0,124548.39999999998,121263.20000000004,0.0,193872.0,49788.0,0.0,0.0,1976.4,0.0,0.0,0.0,175.19999999999996,5239.783783783784,4149.0,0.0,0.0,164.70000000000002,0.0,0.0,0.0,14.599999999999996,40623.13561643839,0.0,8171.466666666666,0.0,2102.2117647058817,4149.0,12.0,2738.5750000000003,3286.775,3207.2,2958.2166666666667,2933.86,5846.066666666667,2952.1,3561.1,3158.1,3032.6,2899.98,4207.183333333333,1.0,monthly,1995,9,3,1,,,0,1
809,191015,49,1919,10,15,M,77,5,809,674,0.0,,,,,,,,0,Semily,east Bohemia,75685,31,28,5,1,9,0.608,8208,0.0189,0.0226,155,Small,21.933011825328666,28.050472352513708,1847.1350877192986,105286.70000000001,14.6,6950.0,57.0,0.0,0.0,0.0,0.0,2387.3125,1454.2787878787876,0.0,57295.5,47991.19999999999,0.0,23120.0,24696.0,0.0,0.0,1195.5,0.0,0.0,56100.0,175.19999999999996,2568.8888888888887,2058.0,0.0,0.0,99.625,0.0,0.0,4675.0,14.599999999999996,24911.43333333334,4675.0,0.0,0.0,1109.2952380952377,2058.0,24.0,1745.8400000000001,1709.15,1712.025,1711.7400000000002,2012.4600000000003,2927.35,1708.3000000000002,1709.8500000000001,1929.7,1713.775,1516.3999999999999,1482.6200000000001,1.0,monthly,1995,9,2,1,,,0,0
810,455924,58,1945,9,24,F,51,3,810,675,1.0,,,,,,,,0,Jihlava,south Moravia,109164,98,16,6,1,4,0.636,8757,0.0338,0.0395,96,Medium,20.263090396101276,22.635667436151113,3612.17469879518,299810.49999999994,14.6,14400.0,83.0,0.0,0.0,0.0,0.0,4837.396774193549,2881.753846153847,0.0,149959.30000000002,149851.20000000004,0.0,221774.0,76296.0,0.0,0.0,1565.3,0.0,0.0,0.0,175.19999999999996,4718.595744680851,6358.0,0.0,0.0,130.44166666666666,0.0,0.0,0.0,14.599999999999996,29828.148192771077,0.0,7810.210526315789,0.0,1838.8799999999997,6358.0,12.0,4213.233333333333,3700.0,3155.0833333333335,2940.883333333333,3541.933333333333,3846.5714285714284,3226.0,3428.2666666666664,3574.2,3679.4142857142856,3360.383333333333,3929.3875,1.0,monthly,1995,8,3,1,,5110.0,1,0
812,401206,39,1940,12,6,M,56,3,812,676,0.0,,,,,,,,0,Most,north Bohemia,119895,17,4,3,2,4,0.899,10446,0.07339999999999999,0.094,90,Medium,41.261103465532344,39.55961466282998,2401.0390625000005,153666.50000000003,14.6,7034.0,64.0,0.0,0.0,0.0,0.0,2589.960714285714,2254.1000000000004,0.0,72518.9,81147.6,0.0,118958.0,33187.0,0.0,0.0,1360.9,0.0,0.0,0.0,160.59999999999997,3965.266666666667,3017.0,0.0,0.0,113.40833333333335,0.0,0.0,0.0,14.599999999999996,27440.653124999997,0.0,4447.375,0.0,1918.4239999999998,3017.0,11.0,2535.733333333333,1689.8400000000001,3120.8333333333335,1852.7333333333333,2666.26,2899.0,2009.42,2128.7799999999997,2327.46,2560.0714285714284,2201.8,2669.2285714285713,1.0,monthly,1995,9,22,1,,,0,0
814,591001,19,1959,10,1,M,37,2,814,678,0.0,,,,,,,,0,Prachatice,south Bohemia,51428,50,11,3,1,4,0.527,8402,0.0313,0.0398,120,Small,19.425215835731507,21.369681885354282,2351.6162790697676,202239.00000000003,14.6,11448.0,86.0,0.0,0.0,0.0,0.0,4171.158333333334,1647.277419354839,0.0,100107.8,102131.20000000001,0.0,140116.0,14304.0,23604.0,0.0,891.8,0.0,23148.0,0.0,175.19999999999996,5389.076923076923,1192.0,1967.0,0.0,74.31666666666666,0.0,1929.0,0.0,14.599999999999996,19571.10348837208,0.0,8268.0,0.0,1579.8153846153841,1696.0,36.0,2072.972727272727,1855.7857142857142,2134.1833333333334,2135.4333333333334,2502.085714285714,3047.2999999999997,2473.6428571428573,2115.285714285714,2073.3714285714286,2316.5428571428574,2472.585714285714,3117.485714285714,1.0,monthly,1993,10,8,3,,,0,0
822,595508,37,1959,5,8,F,37,2,822,685,0.0,,,,,,,,0,Litomerice,north Bohemia,114006,71,26,6,2,9,0.623,9065,0.0446,0.053899999999999997,123,Medium,36.37527849411434,36.541936389312845,9084.314285714287,445131.4000000001,30.0,48056.0,49.0,0.0,0.0,0.0,0.0,9045.266666666668,7766.8421052631575,13412.5,217086.40000000002,147570.0,80475.0,442743.0,0.0,0.0,0.0,2118.4,0.0,0.0,0.0,270.0,15812.25,0.0,0.0,0.0,176.53333333333333,0.0,0.0,0.0,30.0,44373.093877551015,0.0,17914.0,0.0,9121.8,0.0,0.0,430.3,7127.099999999999,21427.225,11532.425,7805.0199999999995,3883.7333333333336,19018.925,13190.914285714285,5522.4400000000005,5596.15,2273.3333333333335,3029.1400000000003,0.0,weekly,1995,1,4,1,,,0,0
823,561024,41,1956,10,24,M,40,2,823,686,0.0,,,,,,,,0,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,0.856,9832,0.0332,0.044800000000000006,114,Medium,54.31942688579857,46.11040876527602,3010.4315217391304,276959.7,14.6,15799.5,92.0,0.0,0.0,0.0,0.0,5331.711538461538,2095.9878787878793,0.0,138624.5,138335.20000000004,0.0,202849.0,26544.0,11796.0,0.0,1095.5,0.0,34500.0,0.0,175.19999999999996,6339.03125,2212.0,983.0,0.0,91.29166666666667,0.0,2875.0,0.0,14.599999999999996,22707.653260869567,0.0,9823.5,0.0,2183.173333333333,2023.3333333333333,36.0,2476.4416666666666,2428.042857142857,3223.2625,2698.985714285714,3028.2999999999997,3768.7571428571428,2831.828571428571,3262.6499999999996,2644.4,3059.3571428571427,3201.714285714286,3715.6749999999997,1.0,monthly,1993,4,4,3,,,0,0
825,770402,74,1977,4,2,M,19,1,825,688,0.0,,,,,,,,0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,1.0,10673,0.0475,0.054400000000000004,100,Large,57.992404359773985,56.649272856393,1444.2053333333336,108315.40000000001,14.6,4000.0,75.0,0.0,0.0,0.0,0.0,1745.0687499999997,1220.3069767441857,0.0,55842.19999999999,52473.19999999999,0.0,76558.0,30108.0,0.0,0.0,1474.2,0.0,0.0,0.0,175.19999999999996,1963.025641025641,2509.0,0.0,0.0,122.85000000000001,0.0,0.0,0.0,14.599999999999996,29972.25466666665,3764.0,1150.0,0.0,721.458064516129,2509.0,24.0,1118.1615384615384,1554.6166666666668,1599.6,1520.7400000000002,1462.7400000000002,1839.0166666666667,1371.2400000000002,1263.1142857142859,1383.06,1508.7,1303.0,1836.4333333333334,1.0,monthly,1993,11,25,3,,,0,0
831,480502,2,1948,5,2,M,48,3,831,693,0.0,,,,,,,,0,Benesov,central Bohemia,88884,80,26,6,2,5,0.467,8507,0.0167,0.018500000000000003,132,Medium,24.29008595472751,30.084154628504567,6557.529166666665,472142.0999999999,14.6,38240.0,72.0,0.0,0.0,0.0,0.0,9400.756,5045.174468085107,0.0,235018.9,237123.20000000004,0.0,393998.0,75948.0,0.0,0.0,2020.9,0.0,0.0,0.0,175.19999999999996,10944.388888888889,6329.0,0.0,0.0,168.40833333333333,0.0,0.0,0.0,14.599999999999996,41102.07916666666,0.0,17922.923076923078,0.0,4605.005714285716,6329.0,12.0,3641.875,5824.666666666667,6287.74,7090.539999999999,6670.8,12507.083333333334,5581.66,5361.65,6889.18,7129.7,6885.133333333332,7786.716666666666,1.0,monthly,1994,6,6,2,,,0,0
835,436020,28,1943,10,20,F,53,3,835,697,1.0,,,,,,,,0,Plzen - sever,west Bohemia,72541,66,26,10,0,8,0.369,8594,0.016200000000000003,0.020099999999999996,112,Small,21.780786038240443,21.02259411918777,8019.463380281687,569381.8999999998,14.6,33100.5,71.0,0.0,0.0,0.0,0.0,12091.779166666665,5939.982978723405,0.0,290202.69999999995,279179.2,0.0,489411.0,76464.0,0.0,0.0,3331.7000000000003,0.0,0.0,0.0,175.19999999999996,13983.171428571428,6372.0,0.0,0.0,277.6416666666667,0.0,0.0,0.0,14.599999999999996,61913.9605633803,0.0,23905.916666666668,0.0,5791.862857142858,6372.0,12.0,5135.109090909091,9202.2,7611.283333333333,8721.58,8283.74,11251.0,7458.839999999999,7544.68,8228.4,7721.633333333332,7990.68,9165.1,1.0,monthly,1993,2,23,3,,,0,0
839,555518,47,1955,5,18,F,41,2,839,699,0.0,,,,,,,,0,Pardubice,east Bohemia,162580,83,26,5,1,6,0.728,9538,0.0151,0.0181,111,Large,37.39082297945627,33.27592569811785,15539.50597014925,1041146.8999999998,14.6,73800.0,67.0,0.0,0.0,0.0,0.0,16724.02258064516,14249.224999999995,16681.75,518444.69999999995,455975.19999999984,66727.0,1037619.0,0.0,0.0,0.0,3352.7,0.0,0.0,0.0,175.19999999999996,24130.674418604653,0.0,0.0,0.0,279.39166666666665,0.0,0.0,0.0,14.599999999999996,65863.06417910449,0.0,27110.105263157893,0.0,14519.505555555552,0.0,0.0,21905.528571428575,15337.125,20328.9,14520.375,8962.216666666665,24531.780000000002,15581.574999999999,9270.28,8188.5,15387.27,16698.175000000003,11202.950000000003,0.0,monthly,1993,9,17,3,,,0,0
840,370426,20,1937,4,26,M,59,3,840,700,0.0,,,,,,,,0,Strakonice,south Bohemia,70646,94,14,3,1,4,0.584,8547,0.0265,0.0364,120,Small,22.12439487019789,21.827138125300795,1537.3922077922084,118379.20000000004,14.6,6216.0,77.0,0.0,0.0,0.0,0.0,2129.655172413793,1179.5666666666664,0.0,61760.0,56619.19999999999,0.0,84272.0,13392.0,0.0,0.0,788.0,0.0,19752.0,0.0,175.19999999999996,2905.9310344827586,1116.0,0.0,0.0,65.66666666666667,0.0,1646.0,0.0,14.599999999999996,15929.258441558446,0.0,3586.5882352941176,0.0,978.1333333333329,1381.0,24.0,1408.8111111111111,1513.6000000000001,1548.7666666666667,1514.8166666666666,1397.5333333333335,2492.85,1345.9333333333334,1230.1166666666668,1231.3333333333333,1481.8999999999999,1427.2285714285715,1881.1714285714286,1.0,monthly,1994,6,1,2,,,0,0
841,810210,69,1981,2,10,M,15,1,841,701,0.0,,,,,,,,0,Jesenik,north Moravia,42821,4,13,5,1,3,0.484,8173,0.025457894736842106,0.0701,124,Small,42.48407384964829,31.71341164381962,2630.344827586207,152560.0,14.6,36900.0,58.0,0.0,0.0,0.0,0.0,2862.412903225806,2363.896296296296,0.0,88734.79999999999,63825.19999999999,0.0,151086.0,0.0,0.0,0.0,1298.8,0.0,0.0,0.0,175.19999999999996,4443.705882352941,0.0,0.0,0.0,108.23333333333333,0.0,0.0,0.0,14.599999999999996,29176.93448275861,0.0,4601.894736842105,0.0,2363.896296296296,0.0,0.0,2823.6857142857143,472.03999999999996,153.15,904.275,606.5,679.6999999999999,573.2,693.28,753.85,543.8399999999999,316.34999999999997,15389.585714285715,0.0,monthly,1993,6,8,3,,,0,0
842,335703,12,1933,7,3,F,63,4,842,702,0.0,,,,,,,,0,Pribram,central Bohemia,107870,84,29,6,1,6,0.58,8754,0.0383,0.0431,137,Medium,35.26467043663669,35.857977194771486,1732.259649122807,98738.8,14.6,4220.0,57.0,0.0,0.0,0.0,0.0,2136.983333333333,1437.9151515151511,0.0,51287.59999999999,47451.19999999999,0.0,13520.0,33756.0,0.0,0.0,647.6,0.0,0.0,50640.0,175.19999999999996,1502.2222222222222,2813.0,0.0,0.0,53.96666666666667,0.0,0.0,4220.0,14.599999999999996,13830.170175438592,4220.0,0.0,0.0,652.1523809523811,2813.0,24.0,1557.1166666666668,1773.125,1978.5600000000002,1773.2250000000001,1774.7250000000001,1780.94,1644.22,1776.1750000000002,1901.3600000000001,1776.7,1682.5,1493.7333333333333,1.0,monthly,1993,6,23,3,,,0,0
844,450114,22,1945,1,14,M,51,3,844,704,1.0,,,,,,,,0,Domazlice,west Bohemia,58400,65,16,4,1,6,0.524,8620,0.011000000000000001,0.0125,100,Small,18.647260273972602,19.126712328767123,5321.9773809523795,447046.09999999986,14.6,26216.0,84.0,0.0,0.0,0.0,0.0,9521.454166666666,3642.1866666666674,0.0,228514.9,218531.20000000004,0.0,405502.0,25692.0,0.0,0.0,1312.8999999999999,0.0,14364.0,0.0,175.19999999999996,11263.944444444445,2141.0,0.0,0.0,109.40833333333332,0.0,1197.0,0.0,14.599999999999996,26333.983333333355,0.0,18933.5,0.0,4957.644444444446,1669.0,24.0,3677.5307692307692,4737.033333333333,5922.733333333334,5955.416666666667,5639.033333333333,7199.728571428571,6572.266666666666,5654.549999999999,5124.985714285714,5183.128571428571,4041.316666666666,5693.65,1.0,monthly,1993,1,1,3,,,0,0
850,690921,19,1969,9,21,M,27,1,850,709,0.0,,,,,,,,0,Prachatice,south Bohemia,51428,50,11,3,1,4,0.527,8402,0.0313,0.0398,120,Small,19.425215835731507,21.369681885354282,7652.6909090909085,420897.99999999994,14.6,54200.0,55.0,0.0,0.0,0.0,0.0,9253.165217391304,6502.350000000001,0.0,212822.8,208075.20000000004,0.0,418657.0,0.0,0.0,0.0,2065.8,0.0,0.0,0.0,175.19999999999996,13505.064516129032,0.0,0.0,0.0,172.15,0.0,0.0,0.0,14.599999999999996,41370.750909090915,0.0,19159.727272727272,0.0,6502.350000000001,0.0,0.0,3766.06,2057.3,1032.3333333333333,6204.2,3307.35,2796.566666666667,22392.61666666667,18064.975000000002,5156.025,10655.949999999999,7082.433333333333,4802.679999999999,0.0,monthly,1994,7,25,2,,,0,0
851,190616,25,1919,6,16,M,77,5,851,710,1.0,,,,,,,,0,Klatovy,west Bohemia,88757,60,33,3,2,10,0.617,8554,0.024700000000000003,0.0268,113,Medium,20.527958358214,24.989578286783015,1911.3578125000004,122326.90000000002,14.6,4800.0,64.0,0.0,0.0,0.0,0.0,2444.2375,1591.6299999999997,0.0,58661.700000000004,63665.19999999998,0.0,25090.0,38400.0,0.0,0.0,1061.7,0.0,0.0,57600.0,175.19999999999996,1568.125,3200.0,0.0,0.0,88.47500000000001,0.0,0.0,4800.0,14.599999999999996,20182.692187500004,4800.0,0.0,0.0,902.3285714285714,3200.0,24.0,1657.05,2021.4,2023.15,2067.58,2024.275,1780.6,2026.9,1822.6600000000003,2182.7,2028.2,1636.7,2076.5857142857144,1.0,monthly,1994,9,2,2,,,0,0
853,490602,70,1949,6,2,M,47,3,853,711,0.0,,,,,,,,0,Karvina,north Moravia,285387,0,2,8,5,7,0.899,10177,0.0663,0.0775,81,Large,34.612648789188015,35.41857197419644,3682.448611111112,265136.30000000005,14.6,18720.0,72.0,0.0,0.0,0.0,0.0,5641.003999999999,2640.663829787235,0.0,141025.09999999998,124111.20000000004,0.0,224452.0,38916.0,0.0,0.0,1593.1,0.0,0.0,0.0,175.19999999999996,6234.777777777777,3243.0,0.0,0.0,132.75833333333333,0.0,0.0,0.0,14.599999999999996,30097.740277777782,0.0,10725.538461538461,0.0,2434.148571428572,3243.0,12.0,2523.875,3645.5199999999995,3568.22,3990.7799999999997,3911.96,5835.442857142857,2886.86,3252.2200000000003,3281.4,3734.56,3976.4399999999996,4366.516666666666,1.0,monthly,1994,7,6,2,,,0,0
